Date,Length,Name,Text
2014-12-01,1,Maroš Šefčovič,"Maroš Šefčovič receives Maria van der Hoeven, Executive Director of the International Energy Agency; Brussels."
2014-12-01,1,Marianne Thyssen,"Meeting in Paris with Mr. François Rebsamen, French Minister of Labour, Employment and Social Dialogue"
2014-12-01,1,Vytenis Andriukaitis,"Meeting with the Minister for Health Care, Public Health and Sport of Sweden, Mr Gabriel Wikström"
2014-12-01,1,Vytenis Andriukaitis,"Meeting with the Minister of Health and Social Services of Finland, Susanna Huovinen"
2014-12-01,1,Vytenis Andriukaitis,"Meeting with the Minister of Health of Slovenia, Ms Milojka Kolar Celarc"
2014-12-01,1,Vytenis Andriukaitis,"Meeting with the Minister of Health of the Republic of Cyprus, Mr Philippos Patsalis"
2014-12-01,1,Miguel Arias Cañete,"Meets Ms Maria Van der Hoeven, Executive Director of the International Energy Agency (IEA)"
2014-12-01,1,Federica Mogherini,"Meets the Committee on Foreign Affairs of the European Parliament (AFET), Brussels"
2014-12-01,1,Andrus Ansip,Official visit to Italy
2014-12-01,1,Frans Timmermans,"Participation in the meeting of the Conference of Parliamentary Committees for EU Affairs (COSAC), Rome"
2014-12-01,1,Jonathan Hill,"Receives Hans HOOGERVORST, Chairman of the International Accounting Standards Board"
2014-12-01,1,Christos Stylianides,Working Lunch with the Prime Minister of Lebanon Mr. Tammam Salam
2014-12-02,1,Vytenis Andriukaitis,College meeting with the Conference of the Presidents of Parliamentary Committees of European Parliament
2014-12-02,1,Neven Mimica,College with the Presidents of the parliamentary committees
2014-12-02,1,Neven Mimica,"EU-ACP Joint Parliamentary Assembly, Strasbourg"
2014-12-02,1,Violeta Bulc,Exchange of views with European Parliament's TRAN committee
2014-12-02,1,Miguel Arias Cañete,"Gives a keynote speech at the Conference ""The Road to Paris: Challenges and chances for EU climate and energy policy"" at the  Royal Museums of Art & History in Brussels"
2014-12-02,1,Christos Stylianides,"Lunch with Mr. Ioannis Kasoulides, Minister of Foreign Affairs of the Republic of Cyprus"
2014-12-02,1,Maroš Šefčovič,Maroš Šefčovič meets representatives of the national Automotive Industry Associations from the 4 Visigrad countries; Brussels.
2014-12-02,1,Maroš Šefčovič,"Maroš Šefčovič participates at the European Parliament Conference of Committee Chairs on the Commission Work Program, Brussels."
2014-12-02,1,Corina Creţu,Meeting between the Conference of Committee Chairs of the European Parliament and the College of Commissioners
2014-12-02,1,Kristalina Georgieva,Meeting of the High Level Group on Own Resources (chaired by Senator Mario Monti)
2014-12-02,1,Cecilia Malmström,Meeting the international committee of the Swedish Trade Union Confederation
2014-12-02,1,Christos Stylianides,"Meeting with Ambassador Vladimir Chizov, Head of Mission of the Russian Federation to the EU."
2014-12-02,1,Neven Mimica,"Meeting with M. Robert Dussey, Minister of Foreign Affairs of Togo"
2014-12-02,1,Violeta Bulc,"Meeting with Mr Maurizio Lupi, Italian Minister for Infrastructure and Transport"
2014-12-02,1,Christos Stylianides,"Meeting with Mr. Thomas Silberhorn, Parliamentary State Secretary to the Federal Minister for Economic Cooperation and Development of Germany"
2014-12-02,1,Christos Stylianides,"Meeting with Ms. Yoka Brandt, Deputy Executive Director of UNICEF"
2014-12-02,1,Frans Timmermans,"Meeting with Murray McFully, Foreign Minister of New Zealand"
2014-12-02,1,Christos Stylianides,"Meeting with Prof. Jean-Francois Delfraissy and Amb. Christine Fages, Ebola Coordinators of France"
2014-12-02,1,Christos Stylianides,Meeting with the Minister of Health of the Republic of Cyprus Mr. Philippos Patsalis
2014-12-02,1,Miguel Arias Cañete,"Meets Dr James Watson, Chief Executive Officer of the European Photovoltaic Industry Association"
2014-12-02,1,Andrus Ansip,"Meets Jean Patrick Modiano, winner of the 2014 Nobel Prize for Literature, and delegation from the European Grouping of Societies of Authors and Composers (GESAC)"
2014-12-02,1,Miguel Arias Cañete,"Meets Mr Gertjan Lankhorst, President of EUROGAS"
2014-12-02,1,Miguel Arias Cañete,"Meets with Andrés Barceló, Director General of Unión de Empresas Siderúrgicas"
2014-12-02,1,Federica Mogherini,"Participates in the meeting of the North Atlantic Council at the level of Foreign Affairs Ministers at NATO, Brussels"
2014-12-02,1,Frans Timmermans,Participation to the High Level Group on Own Resources
2014-12-02,1,Jonathan Hill,"Receives Christian KATZ, President and Rainer RIESS, Interim Director General of the Federation of European Securities Exchanges"
2014-12-02,1,Jonathan Hill,"Receives Erkki LIIKANEN, Governor of the Bank of Finland"
2014-12-02,1,Jonathan Hill,"Receives Jon CUNLIFFE, Deputy Governor for Financial Stability and Andrew BAILEY, Deputy Governor for Prudential Regulation and CEO of the Prudential Regulation Authority – Bank of England"
2014-12-02,1,Jonathan Hill,"Receives Lord MANDELSON, Chairman of Global Counsel"
2014-12-02,1,Jonathan Hill,"Receives Matthew BARZUN, US Ambassador to the UK"
2014-12-02,1,Federica Mogherini,"Receives Prime Minister of Lebanon Tammam Salam, Brussels"
2014-12-02,1,Jean-Claude Juncker,"Receives Prime Minister of Lebanon, Mr Tammam Salam"
2014-12-02,1,Jean-Claude Juncker,Receives the regional government for the Province of Limburg (NL)
2014-12-02,1,Tibor Navracsics,Site visit at JRC Ispra in Italy
2014-12-02,1,Jean-Claude Juncker,The College of Commissioners receives the Conference of presidents of the parliamentary committees of the European Parliament
2014-12-02,1,Frans Timmermans,The College of Commissioners receives the Conference of Presidents of the Parliamentary Committees of the European Parliament
2014-12-03,1,Federica Mogherini,"Attends the college meeting of the Commission, Brussels"
2014-12-03,1,Miguel Arias Cañete,Attends the US/EU Energy Council
2014-12-03,1,Neven Mimica,"Breakfast meeting with Ms Ingeborg Graessle, Chair of the European Parliament Committee on Budget Control, and other Members of the Committee"
2014-12-03,1,Federica Mogherini,"Co-chair the EU - US Energy Council, Brussels"
2014-12-03,1,Neven Mimica,"College - Visit of Ms. Laimdota Straujuma, Prime Minister of the Republic of Latvia"
2014-12-03,1,Jean-Claude Juncker,College meeting: The College of Commissioners receives the Government of Latvia ahead of the Latvian Presidency of the Council of the European Union
2014-12-03,1,Carlos Moedas,"Commissioner Moedas receives Ms Mārīte SEILE, Minister of Education and Science of the Republic of Latvia, and Juris ŠTĀLMEISTARS, Ambassador and Deputy Permanent Representative of Latvia to the EU"
2014-12-03,1,Violeta Bulc,Danube region transport ministerial meeting
2014-12-03,1,Maroš Šefčovič,Maroš Šefčovič  receives US Secretary of Energy Ernest Moniz and Deputy National Security Adviser Ms. Caline Atkinson; Brussels.
2014-12-03,1,Maroš Šefčovič,Maroš Šefčovič participates at the EU-US Energy Council in Brussels.
2014-12-03,1,Cecilia Malmström,"Meeting Edgars Rinkēvičs, Foreign Minister of Latvia"
2014-12-03,1,Kristalina Georgieva,Meeting of the College of Commissioners with the Latvian Government
2014-12-03,1,Corina Creţu,"Meeting of the Commissioner for Regional Policy, Corina Cretu, and of the Commissioner for Transport, Violeta Bulc, with the Danube Transport Ministers."
2014-12-03,1,Cecilia Malmström,Meeting of the Committee on International Trade of the European Parliament
2014-12-03,1,Frans Timmermans,"Meeting with Alexander Stubb, Prime Minister of Finland"
2014-12-03,1,Frans Timmermans,"Meeting with Edgas Rinkevics, Minister of Foreign Affairs of Latvia"
2014-12-03,1,Corina Creţu,Meeting with Latvia’s Prime Minister Laimdota Straujuma and members of the Latvian government during the weekly meeting of the College of Commissioners
2014-12-03,1,Vytenis Andriukaitis,Meeting with MEP Gilles Parneaux
2014-12-03,1,Corina Creţu,"Meeting with Mr Ioannis Kasoulides, Minister of Foreign Affairs, Republic of Cyprus"
2014-12-03,1,Corina Creţu,"Meeting with Mr Kaspars Gerhards, Latvian Minister of Environmental Programmes and Regional Development"
2014-12-03,1,Neven Mimica,"Meeting with Mr Othman Saleh, Eritrea's Foreign Minister & Presidential Advisor Mr Yamani"
2014-12-03,1,Frans Timmermans,"Meeting with Wilma Mansveld, State Secretary for Infrastructure and Environment of The Netherlands"
2014-12-03,1,Frans Timmermans,"Meeting with Winfried Kretschmann, Minister-President of Baden-Württemberg"
2014-12-03,1,Andrus Ansip,"Meets Dzintars Rasnačs, Latvian Minister of Justice"
2014-12-03,1,Neven Mimica,"Mission to UK, London - Conference on Afghanistan"
2014-12-03,1,Johannes Hahn,Participates in the College meeting of the EC. At 14:30 receives Prosecutor for the International Criminal Tribunal for the former Yugoslavia Mr Serge Brammertz. At 19:30 receives President of Turkish Industry and Business Association Mr Haluk Dinçer
2014-12-03,1,Jean-Claude Juncker,"Receives Prime Minister of Finland, Mr Alexander Stubb"
2014-12-03,1,Jean-Claude Juncker,"Receives Prime Minister of Latvia, Ms Laimdota Straujuma"
2014-12-03,1,Jonathan Hill,"Receives Professor KC Chan, Hong Kong Secretary for Financial Services and Treasury"
2014-12-03,1,Margrethe Vestager,"Receiving the Italian Minister for Transport, Mr Maurizio LUPI"
2014-12-03,1,Carlos Moedas,The College of Commissioners receives the Government of Latvia ahead of the Latvian Presidency of the Council of the European Union
2014-12-03,1,Violeta Bulc,"Transport Council meeting, Brussels"
2014-12-03,1,Andrus Ansip,Visits EU hackathon event
2014-12-04,1,Johannes Hahn,10:30 Mr Johannes Hahn receives the Deputy Prime Minister of the former Yugoslav Republic of Macedonia Mr Fatmir Besimi
2014-12-04,1,Vytenis Andriukaitis,Audio meeting with the Health Security Committee
2014-12-04,1,Cecilia Malmström,Civil Society Dialogue on EU trade policy
2014-12-04,1,Carlos Moedas,"Commissioner Moedas delivers a speech at the ITRE Committee, in the European Parliament, in Brussels"
2014-12-04,1,Carlos Moedas,"Commissioner Moedas receives Mr Carlos Ghosn, Renault-Nissan CEO and president of ACEA, in Brussels"
2014-12-04,1,Carlos Moedas,"Commissioner Moedas receives Ms Lena Kolarska - Bobinska, Polish Minister of Science and Higher Education"
2014-12-04,1,Carlos Moedas,"Commissioner Moedas receives Prof. József Pálinkás, Hungarian Minister for Research, Development and Innovation"
2014-12-04,1,Maroš Šefčovič,"Maroš Šefčovič meets Austrian Journalists, Brussels."
2014-12-04,1,Maroš Šefčovič,"Maroš Šefčovič receives a delegation of Austrian Social Partners, Brussels."
2014-12-04,1,Maroš Šefčovič,"Maroš Šefčovič receives Amos J Hochstein, US Special Envoy and Coordinator for Energy Affairs; Brussels."
2014-12-04,1,Maroš Šefčovič,"Maroš Šefčovič receives representatives of the European Chemical Industry Council (CEFIC), Brussels."
2014-12-04,1,Maroš Šefčovič,Maroš Šefčovič receives representatives of the European Steel Association (EUROFER); Brussels.
2014-12-04,1,Cecilia Malmström,Media seminar on transatlantic trade talks
2014-12-04,1,Cecilia Malmström,"Meeting Winfried Kretschmann, Minister-President of Baden Würtemberg"
2014-12-04,1,Christos Stylianides,"Meeting with Ambassador David Walzer, Permanent Delegate of Israel to the EU and MK Prof. Avishay Braverman, Chairman of the Economic Affairs Committee of the Knesset of Israel"
2014-12-04,1,Frans Timmermans,"Meeting with Bernadette Ségol, Secretary General of the European Trade Union Confederation"
2014-12-04,1,Frans Timmermans,"Meeting with Henk Kamp, Minister of Economic Affairs"
2014-12-04,1,Frans Timmermans,"Meeting with Lodewijk Asscher, Deputy Prime Minister and Minister for Social Affairs, Employment and Integration of The Netherlands"
2014-12-04,1,Marianne Thyssen,"Meeting with Mr. Lodewijk Asscher, Dutch Deputy Prime Minister and Minister of Social Affairs and Employment"
2014-12-04,1,Violeta Bulc,"Meeting with Siniša Hajdaš Dončić, Croatian Minister of Maritime Affairs, Transport and Infrastructure"
2014-12-04,1,Andrus Ansip,"Meets Harald Mahrer, State Secretary, Austrian Federal Ministry for Science, Research and Economy"
2014-12-04,1,Miguel Arias Cañete,"Meets Magnus Hall, CEO of Vattenfall"
2014-12-04,1,Jonathan Hill,"Meets Pascal LAMY, Honorary President of Notre Europe"
2014-12-04,1,Federica Mogherini,"Participates in the Conference on Afghanistan, London"
2014-12-04,1,Federica Mogherini,"Participates in the OSCE meeting, Basel (CH)"
2014-12-04,1,Jonathan Hill,"Receives Jeffrey Sprecher, President New York Stock Exchange and Intercontinental Exchange (ICE) and Scott Hill, CFO of ICE"
2014-12-04,1,Jean-Claude Juncker,"Receives Prime Minister of Bulgaria, Mr Boyko Borissov"
2014-12-04,1,Jonathan Hill,"Receives Richard WEBER, President and Arnaldo ABRUZZINI, Secretary-General of Eurochambres"
2014-12-04,1,Corina Creţu,Welcome address at the 109th Plenary Session of the Committee of the Regions
2014-12-05,1,Carlos Moedas,Commissioner Moedas attends the signing ceremony of the agreement of accession of Switzerland to the Horizon 2020 programme in Brussels
2014-12-05,1,Carlos Moedas,"Commissioner Moedas receives Mr Johan Schneider-Ammann, Swiss Federal Councillor, in Brussels"
2014-12-05,1,Carlos Moedas,"Commissioner Moedas receives Mr Sander Dekker, Dutch State Secretary for Education, Culture and Science"
2014-12-05,1,Carlos Moedas,"Commissioner Moedas receives Ms Carmen Vella, Spanish Secretary of State for research, Science and Innovation, in Brussels"
2014-12-05,1,Carlos Moedas,Commissioner Moedas takes part in the Competitiveness Council
2014-12-05,1,Andrus Ansip,"Delivers keynote speech in Tallinn, Estonia at the ""Economic Outlook and Policy Challenges for the Baltic Countries"" conference"
2014-12-05,1,Maroš Šefčovič,Information visit of Slovak-French Chamber of Commerce; Brussels.
2014-12-05,1,Maroš Šefčovič,Maroš Šefčovič receives Jean-Yves Le Gall from Centre national d'études spatiales (CNES) (English: National Centre for Space Studies); Brussels.
2014-12-05,1,Cecilia Malmström,"Meeting Heiko Maas, Minister of Justice and Consumer Protection of Germany"
2014-12-05,1,Frans Timmermans,"Meeting with Heiko Maas, Minister of Justice of Germany"
2014-12-05,1,Frans Timmermans,"Meeting with Meglena Kuneva, Vice Prime Minister of Bulgaria responsible for European policies, coordination and institutional affairs"
2014-12-05,1,Frans Timmermans,"Meeting with Theresa May, UK Home Secretary"
2014-12-05,2,Neven Mimica,"Mission to Guinea, Conakry - Meeting with S.E. M. François Lounceny Fall, Minister of Foreign"
2014-12-05,1,Johannes Hahn,Mr Johannes Hahn on official visit to Bosnia and Herzegovina
2014-12-05,1,Federica Mogherini,Ms Federica Mogherini and Mr Johannes Hahn on official visit to Bosnia and Herzegovina
2014-12-05,1,Violeta Bulc,Signature of agreement with SESAR Deployment Alliance consortium
2014-12-08,1,Neven Mimica,Address  the European Parliament Committee on Development
2014-12-08,1,Neven Mimica,Dinner and discussion EU&The Global Fund Ethiopia as Exemplar
2014-12-08,1,Corina Creţu,"European Commission Budget Discharge 2013: Hearing by the Committee on Budgetary Control in the presence of Ladislav Balk, Member of the European Court of Auditors"
2014-12-08,1,Miguel Arias Cañete,"Gives a keynote speech at ""The Geothermal Development Facility (GDF) for Latin America"", at the EU Pavilion in Lima"
2014-12-08,1,Miguel Arias Cañete,"Gives a Keynote Speech at the event ""The Global Climate Change Alliance: support the most vulnerable countries"" in Lima"
